job_title,company_name,location,posted_date,salary_min,salary_max,salary_currency,job_type,job_level,experience_required,skills,source,salary_missing,salary_avg,salary_range,experience_bucket,skill_count,skill_AI,skill_SQL,skill_Java,skill_API,skill_Python,skill_Excel,skill_Agile,skill_REST,skill_Security,skill_CI_CD,skill_AWS,skill_Linux,skill_Docker,skill_Scrum,skill_ERP,skill_DevOps,skill_Git,skill_React,skill_CRM,skill_JavaScript,has_cloud,has_ai_ml,has_devops,has_data,posted_month,posted_week,job_level_Intern,job_level_Junior,job_level_Mid,job_level_Senior,job_level_ManagerPlus,location_Hanoi,location_HCM,location_DaNang,location_Other,cat_UIUX,cat_Fullstack,cat_AIML,cat_Other,cat_Sales,cat_SysAdmin,cat_BA,cat_QA,cat_Backend,cat_ProjectMgr,cat_ITMgr,cat_DevOps,cat_Mobile,cat_Security,cat_Frontend,cat_ERP,cat_ProductMgr,cat_DataAnalyst,cat_ITSupport,cat_Game,cat_DataEngineer,cat_Consultant,cat_Embedded,cat_Cloud,cat_Architect,cat_DBA,cat_Blockchain
UI/UX Designer,CÔNG TY CỔ PHẦN EMIN VIỆT NAM,Hanoi,2026-05-06,10000000.0,13000000.0,VND,Full-time,Mid,2.0,,topcv,False,11500000.0,10-15M,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH MISEN,Hanoi,2026-05-06,10000000.0,12000000.0,VND,Full-time,Intern,0.0,"Illustrator, Photoshop, Figma, English",topcv,False,11000000.0,10-15M,0-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Engineer,FPT Software,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,4.0,"Java, JavaScript, AWS, Excel, SAP, ERP, PMP",topcv,True,,,3-5,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sales/Presales,CÔNG TY TNHH KHOA HỌC KỸ THUẬT E-GETS VIỆT NAM,Hanoi,2026-05-06,13000000.0,20000000.0,VND,Full-time,Mid,1.0,,topcv,False,16500000.0,15-20M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,Công ty TNHH Điện Tử Gaoqi (Việt Nam ),Other,2026-05-06,15000000.0,17000000.0,VND,Full-time,Mid,1.0,"Illustrator, AI",topcv,False,16000000.0,15-20M,0-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN SAHAX,Hanoi,2026-05-06,10000000.0,15000000.0,VND,Full-time,Mid,3.0,,topcv,False,12500000.0,10-15M,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN MIDU MENAQ7,Hanoi,2026-05-06,49000000.0,,VND,Full-time,Intern,1.0,"Illustrator, Photoshop",topcv,False,,,0-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH GALLOP,Hanoi,2026-05-06,,,,Full-time,Mid,1.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH DỊCH VỤ SECOM,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,1.0,Illustrator,topcv,True,,,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,CÔNG TY TNHH THƯƠNG MẠI - XUẤT NHẬP KHẨU HLC GROUP,Hanoi,2026-05-06,5000000.0,,VND,Full-time,Intern,0.0,AI,topcv,False,,,0-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH SẢN XUẤT TRUYỀN THÔNG IDS,Hanoi,2026-05-06,,,,Full-time,Mid,1.0,"Illustrator, Photoshop, Excel",topcv,True,,,0-1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,CÔNG TY CỔ PHẦN LIFETEX,Hanoi,2026-05-06,20000000.0,30000000.0,VND,Full-time,Senior,1.0,,topcv,False,25000000.0,20-30M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Security Engineer,CÔNG TY CỔ PHẦN AN NINH MẠNG SCS,Hanoi,2026-05-06,15000000.0,20000000.0,VND,Full-time,Manager+,2.0,"Jira, PMP",topcv,False,17500000.0,15-20M,1-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH TMDV DTH VIỆT NAM,Ho Chi Minh City,2026-05-06,10000000.0,13000000.0,VND,Full-time,Mid,1.0,AI,topcv,False,11500000.0,10-15M,0-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,VDI - Công ty Cổ phần Đầu tư Kỹ thuật số Việt,Hanoi,2026-05-06,,45000000.0,VND,Full-time,Mid,3.0,,topcv,False,,,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embedded Engineer,CÔNG TY TNHH SMART LOGISTICS SERVICE (HẢI PHÒNG),Other,2026-05-06,,,,Full-time,Mid,2.0,"Linux, Firewall, VPN, VMware",topcv,True,,,1-3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ BẾN THÀNH,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,1.0,"Illustrator, AI",topcv,True,,,0-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,Công ty Cổ phần Ứng dụng Bản đồ Việt,Ho Chi Minh City,2026-05-06,12000000.0,15000000.0,VND,Full-time,Mid,2.0,Excel,topcv,False,13500000.0,10-15M,1-3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales/Presales,CÔNG TY PHẦN MỀM QUASOFT,Hanoi,2026-05-06,,,,Full-time,Manager+,3.0,ERP,topcv,True,,,1-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIẢI PHÁP THI THIÊN,Hanoi,2026-05-06,8000000.0,12000000.0,VND,Full-time,Mid,1.0,,topcv,False,10000000.0,10-15M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH DỊCH VỤ HẢI SẢN MỸ HẠNH,Da Nang,2026-05-06,8000000.0,12000000.0,VND,Full-time,Mid,1.0,"Illustrator, Figma",topcv,False,10000000.0,10-15M,0-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Manager,Công ty CP FINT Việt Nam,Hanoi,2026-05-06,,,,Full-time,Manager+,5.0,"Scrum, Project Management, PMP",topcv,True,,,3-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI LAN CHI,Hanoi,2026-05-06,10000000.0,15000000.0,VND,Full-time,Mid,1.0,,topcv,False,12500000.0,10-15M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Manager,CÔNG TY TNHH ĐIỆN KHÍ QUỐC QUANG (VIỆT NAM),Da Nang,2026-05-06,,,,Full-time,Mid,3.0,"SQL, ERP, PMP",topcv,True,,,1-3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2026-05,2026-W19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,CÔNG TY CỔ PHẦN BKLOGY,Da Nang,2026-05-06,,,,Full-time,Mid,1.0,,topcv,True,,,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevOps/Infra Engineer,CÔNG TY TNHH MENAS,Ho Chi Minh City,2026-05-06,,,,Full-time,Senior,4.0,"ERP, Python, Java, JavaScript, PHP, Flask, FastAPI, Laravel, Docker, Kubernetes, Jenkins, CI/CD, DevOps, PostgreSQL, MySQL, Git, REST, HTML, CSS, API",topcv,True,,,3-5,20,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,2026-05,2026-W19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA/Tester,CÔNG TY TNHH SUPERCENT VIỆT NAM,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,2.0,REST,topcv,True,,,1-3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN THUỐC THÚ Y TRUNG ƯƠNG NAVETCO,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,1.0,Illustrator,topcv,True,,,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sales/Presales,CÔNG TY TNHH PHÁT TRIỂN HƯƠNG VIỆT,Hanoi,2026-05-06,15000000.0,25000000.0,VND,Full-time,Mid,1.0,,topcv,False,20000000.0,20-30M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,CLS VIỆT NAM - CÔNG TY TNHH DỊCH VỤ QUẢN LÝ HỆ THỐNG HỌC TẬP,Hanoi,2026-05-06,10000000.0,14000000.0,VND,Full-time,Mid,1.0,,topcv,False,12000000.0,10-15M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System/Network Admin,CÔNG TY CỔ PHẦN TẬP ĐOÀN MEDIPHA,Other,2026-05-06,,,,Full-time,Mid,1.0,Dns,topcv,True,,,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embedded Engineer,Tổng Công ty Công nghiệp Công nghệ cao Viettel,Hanoi,2026-05-06,17500000.0,62500000.0,VND,Full-time,Mid,2.0,,topcv,False,40000000.0,30-50M,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ERP/CRM Specialist,CÔNG TY CỔ PHẦN STRINGEE,Hanoi,2026-05-06,12000000.0,22000000.0,VND,Full-time,Mid,1.0,"Go, AI, ERP, CRM",topcv,False,17000000.0,15-20M,0-1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,Hanoi,2026-05-06,,,,Full-time,Senior,2.0,"ERP, Power BI, SQL, SAP, ETL",topcv,True,,,1-3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevOps/Infra Engineer,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,Hanoi,2026-05-06,,,,Full-time,Senior,2.0,"Docker, Kubernetes, AWS, CI/CD, DevOps, Microservices",topcv,True,,,1-3,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN THỰC PHẨM XUXIFARM,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,2.0,,topcv,True,,,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Developer,Công ty Cổ phần TCC & Partners,Hanoi,2026-05-06,15000000.0,20000000.0,VND,Full-time,Mid,1.0,Project Management,topcv,False,17500000.0,15-20M,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Security Engineer,CÔNG TY TNHH GIẢI PHÁP SỐ G2 VIỆT NAM,Other,2026-05-06,10000000.0,25000000.0,VND,Full-time,Mid,1.0,"Linux, Firewall, VPN",topcv,False,17500000.0,15-20M,0-1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,CÔNG TY TNHH KỸ NGHỆ PHÚC ANH,Hanoi,2026-05-06,10000000.0,12000000.0,VND,Full-time,Mid,1.0,,topcv,False,11000000.0,10-15M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other,CÔNG TY TNHH NGUỒN HÀNG TMDT,Ho Chi Minh City,2026-05-06,30000000.0,100000000.0,VND,Full-time,Senior,3.0,,topcv,False,65000000.0,>50M,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,Công ty CP Silver Star Media,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,1.0,AI,topcv,True,,,0-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Security Engineer,Công Ty cổ phần IIG Việt Nam,Hanoi,2026-05-06,20000000.0,25000000.0,VND,Full-time,Mid,3.0,"Linux, Firewall, VPN, Security",topcv,False,22500000.0,20-30M,1-3,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,CÔNG TY TNHH YAOYAO VIETNAM INFO TECH,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,1.0,"AI, Excel, Project Management",topcv,True,,,0-1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,Công ty TNHH Thời trang MInh A.M,Hanoi,2026-05-06,11000000.0,15000000.0,VND,Full-time,Senior,1.0,"Data Science, SQL, ETL, Machine Learning, Azure, Python, Pandas, Power BI, Tableau, Excel, API, ERP",topcv,False,13000000.0,10-15M,0-1,12,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,HỘ KINH DOANH BEFAS,Ho Chi Minh City,2026-05-06,2000000.0,6000000.0,VND,Internship,Intern,0.0,,topcv,False,4000000.0,<10M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN DI CHUYỂN XANH VÀ THÔNG MINH GSM,Ho Chi Minh City,2026-05-06,20000000.0,35000000.0,VND,Full-time,Senior,2.0,"Photoshop, CRM",topcv,False,27500000.0,20-30M,1-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2026-05,2026-W19,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN HOUZE GROUP,Ho Chi Minh City,2026-05-06,18000000.0,22000000.0,VND,Full-time,Senior,2.0,,topcv,False,20000000.0,20-30M,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,Công ty Cổ phần Giải pháp phần mềm trực tuyến Việt Nam,Other,2026-05-06,10000000.0,20000000.0,VND,Full-time,Mid,1.0,"Html, Css, Javascript, Java, PHP, Vue, Tailwind",topcv,False,15000000.0,15-20M,0-1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend Developer,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,Hanoi,2026-05-06,,,,Full-time,Senior,3.0,"TypeScript, React, Next.js, GRAPHQL, Go, .NET, REST, API",topcv,True,,,1-3,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2026-05,2026-W19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AI/ML Engineer,CÔNG TY TNHH TRUYỀN THÔNG VÀ QUẢNG CÁO MẶT TRỜI,Ho Chi Minh City,2026-05-06,8000000.0,10000000.0,VND,Full-time,Mid,0.0,AI,topcv,False,9000000.0,<10M,0-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY TNHH UOA TOWER,Ho Chi Minh City,2026-05-06,,,,Full-time,Mid,3.0,,topcv,True,,,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Security Engineer,CÔNG TY TNHH VETC DIGITAL,Hanoi,2026-05-06,25000000.0,35000000.0,VND,Full-time,Mid,3.0,"Python, Linux, Firewall, Security",topcv,False,30000000.0,30-50M,1-3,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UI/UX Designer,CÔNG TY CỔ PHẦN GIÁO DỤC KDI,Ho Chi Minh City,2026-05-06,1000000.0,3000000.0,VND,Part-time,Intern,0.0,Illustrator,topcv,False,2000000.0,<10M,0-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System/Network Admin,CÔNG TY TNHH ẮC QUY GS VIỆT NAM,Ho Chi Minh City,2026-05-06,10000000.0,13000000.0,VND,Full-time,Mid,1.0,,topcv,False,11500000.0,10-15M,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
System/Network Admin,CÔNG TY CỔ PHẦN SENSE OF LIFE,Ho Chi Minh City,2026-05-06,9000000.0,13000000.0,VND,Full-time,Mid,2.0,,topcv,False,11000000.0,10-15M,1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-05,2026-W19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullstack/Software Engineer,CÔNG TY CỔ PHẦN PHẦN MỀM Y TẾ VIỆT NAM,Hanoi,2026-05-06,,,,Full-time,Mid,0.0,"Javascript, Node.js, Oracle, PostgreSQL, TypeScript, Flutter, API, Java",topcv,True,,,0-1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2026-05,2026-W19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
